GRANTMAKER,RECIPIENT,value,interlock
"F. M. KIRBY FOUNDATION, INC.",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
FRED MAYTAG FAMILY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"GALASHIELS FUND, LTD",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
GLEASON FAMILY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
GROVER HERMANN FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
HERRICK FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
HERTOG FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
HOWARD CHARITABLE FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
J. P. HUMPHREYS FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
J.M. KAPLAN FUND,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
JAQUELIN HUME FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,31572.38938,False
JEAN PERKINS FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
JOHN TEMPLETON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,True
JOHN WILLIAM POPE FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
KERN FAMILY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
KORET FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
KOVNER FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
KRIEBLE FOUNDATION THE,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
LAKESIDE FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
LILLY ENDOWMENT INC.,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
M.J. MURDOCK CHARITABLE TRUST,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
MALONE FAMILY FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"MARCUS FOUNDATION, INC. The",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
MERCER FAMILY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ORANGE CRIMSON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
PROMETHEUS FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ROBERTS FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ROE FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,226299.44282,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SAN FRANCISCO FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SCAIFE FAMILY FOUNDATIONS,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SEARLE FREEDOM TRUST,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SMITH RICHARDSON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SORENSON LEGACY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
STARR FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
SUSQUEHANNA FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
THOMAS W SMITH FOUNDATION INC,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"TRIAD FOUNDATION, INC.",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
TULLY AND ELISE FRIEDMAN FUND,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
WALTON FAMILY FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
WESTROCK FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
WILLIAM H. DONNER FOUNDATION The,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,0.0,False
ADOLPH COORS FOUNDATION,JUST FACTS FOUNDATION,0.0,False
AMBROSE MONELL FOUNDATION,JUST FACTS FOUNDATION,0.0,False
ANNENBERG FOUNDATION,JUST FACTS FOUNDATION,0.0,False
ANSCHUTZ FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
ARMSTRONG FOUNDATION,JUST FACTS FOUNDATION,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,JUST FACTS FOUNDATION,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
BILL AND MELINDA GATES FOUNDATION,JUST FACTS FOUNDATION,0.0,False
BODMAN FOUNDATIONS,JUST FACTS FOUNDATION,0.0,False
BRADLEY IMPACT FUND,JUST FACTS FOUNDATION,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",JUST FACTS FOUNDATION,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,JUST FACTS FOUNDATION,0.0,False
CHASE FOUNDATION OF VIRGINIA,JUST FACTS FOUNDATION,0.0,False
CLAWS FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"COVENANT FOUNDATION, INC.",JUST FACTS FOUNDATION,0.0,False
DANIELS FUND,JUST FACTS FOUNDATION,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,JUST FACTS FOUNDATION,0.0,False
DAVIS FAMILY FOUNDATIONS,JUST FACTS FOUNDATION,0.0,False
DEVOS FAMILY FOUNDATIONS,JUST FACTS FOUNDATION,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,JUST FACTS FOUNDATION,4242.424242,False
DUNN FOUNDATION THE,JUST FACTS FOUNDATION,0.0,False
E. L. CRAIG FOUNDATION,JUST FACTS FOUNDATION,0.0,False
ED UIHLEIN FAMILY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
EWING MARION KAUFFMAN FOUNDATION,JUST FACTS FOUNDATION,0.0,False
EXXONMOBIL FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"F. M. KIRBY FOUNDATION, INC.",JUST FACTS FOUNDATION,10389.61039,False
FRED MAYTAG FAMILY FOUNDATION,JUST FACTS FOUNDATION,20779.22078,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"GALASHIELS FUND, LTD",JUST FACTS FOUNDATION,0.0,False
GLEASON FAMILY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
GROVER HERMANN FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
HERRICK FOUNDATION,JUST FACTS FOUNDATION,0.0,False
HERTOG FOUNDATION,JUST FACTS FOUNDATION,0.0,False
HOWARD CHARITABLE FOUNDATION,JUST FACTS FOUNDATION,0.0,False
J. P. HUMPHREYS FOUNDATION,JUST FACTS FOUNDATION,0.0,False
J.M. KAPLAN FUND,JUST FACTS FOUNDATION,0.0,False
JAQUELIN HUME FOUNDATION,JUST FACTS FOUNDATION,0.0,False
JEAN PERKINS FOUNDATION,JUST FACTS FOUNDATION,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,JUST FACTS FOUNDATION,0.0,False
JOHN TEMPLETON FOUNDATION,JUST FACTS FOUNDATION,0.0,False
JOHN WILLIAM POPE FOUNDATION,JUST FACTS FOUNDATION,0.0,False
KERN FAMILY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
KORET FOUNDATION,JUST FACTS FOUNDATION,0.0,False
KOVNER FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
KRIEBLE FOUNDATION THE,JUST FACTS FOUNDATION,0.0,False
LAKESIDE FOUNDATION,JUST FACTS FOUNDATION,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",JUST FACTS FOUNDATION,0.0,False
LILLY ENDOWMENT INC.,JUST FACTS FOUNDATION,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
M.J. MURDOCK CHARITABLE TRUST,JUST FACTS FOUNDATION,0.0,False
MALONE FAMILY FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
"MARCUS FOUNDATION, INC. The",JUST FACTS FOUNDATION,0.0,False
MERCER FAMILY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",JUST FACTS FOUNDATION,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
ORANGE CRIMSON FOUNDATION,JUST FACTS FOUNDATION,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,JUST FACTS FOUNDATION,0.0,False
PROMETHEUS FOUNDATION,JUST FACTS FOUNDATION,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,JUST FACTS FOUNDATION,0.0,False
ROBERTS FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
ROE FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,JUST FACTS FOUNDATION,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",JUST FACTS FOUNDATION,0.0,False
SAN FRANCISCO FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
SCAIFE FAMILY FOUNDATIONS,JUST FACTS FOUNDATION,232984.53928,False
SEARLE FREEDOM TRUST,JUST FACTS FOUNDATION,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
SMITH RICHARDSON FOUNDATION,JUST FACTS FOUNDATION,0.0,False
SORENSON LEGACY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
STARR FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
SUSQUEHANNA FOUNDATION,JUST FACTS FOUNDATION,0.0,False
THOMAS W SMITH FOUNDATION INC,JUST FACTS FOUNDATION,0.0,False
"TRIAD FOUNDATION, INC.",JUST FACTS FOUNDATION,21424.093148,False
TULLY AND ELISE FRIEDMAN FUND,JUST FACTS FOUNDATION,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",JUST FACTS FOUNDATION,0.0,False
WALTON FAMILY FOUNDATION,JUST FACTS FOUNDATION,0.0,False
WESTROCK FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,JUST FACTS FOUNDATION,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",JUST FACTS FOUNDATION,0.0,False
WILLIAM H. DONNER FOUNDATION The,JUST FACTS FOUNDATION,27868.166672,False
"WILLIAM K. BOWES, JR. FOUNDATION",JUST FACTS FOUNDATION,0.0,False
ADOLPH COORS FOUNDATION,LIBERTY FUND,0.0,False
AMBROSE MONELL FOUNDATION,LIBERTY FUND,0.0,False
ANNENBERG FOUNDATION,LIBERTY FUND,0.0,False
ANSCHUTZ FOUNDATION The,LIBERTY FUND,0.0,False
ARMSTRONG FOUNDATION,LIBERTY FUND,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,LIBERTY FUND,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,LIBERTY FUND,0.0,False
BILL AND MELINDA GATES FOUNDATION,LIBERTY FUND,0.0,False
BODMAN FOUNDATIONS,LIBERTY FUND,0.0,False
BRADLEY IMPACT FUND,LIBERTY FUND,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",LIBERTY FUND,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,LIBERTY FUND,0.0,False
CHASE FOUNDATION OF VIRGINIA,LIBERTY FUND,0.0,False
CLAWS FOUNDATION,LIBERTY FUND,0.0,False
"COVENANT FOUNDATION, INC.",LIBERTY FUND,0.0,False
DANIELS FUND,LIBERTY FUND,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,LIBERTY FUND,0.0,False
DAVIS FAMILY FOUNDATIONS,LIBERTY FUND,0.0,False
DEVOS FAMILY FOUNDATIONS,LIBERTY FUND,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,LIBERTY FUND,125984.252,False
DUNN FOUNDATION THE,LIBERTY FUND,0.0,False
E. L. CRAIG FOUNDATION,LIBERTY FUND,0.0,False
ED UIHLEIN FAMILY FOUNDATION,LIBERTY FUND,0.0,False
EWING MARION KAUFFMAN FOUNDATION,LIBERTY FUND,0.0,False
EXXONMOBIL FOUNDATION,LIBERTY FUND,0.0,False
"F. M. KIRBY FOUNDATION, INC.",LIBERTY FUND,0.0,False
FRED MAYTAG FAMILY FOUNDATION,LIBERTY FUND,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,LIBERTY FUND,0.0,False
"GALASHIELS FUND, LTD",LIBERTY FUND,0.0,False
GLEASON FAMILY FOUNDATION,LIBERTY FUND,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,LIBERTY FUND,0.0,False
GROVER HERMANN FOUNDATION The,LIBERTY FUND,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,LIBERTY FUND,0.0,False
HERRICK FOUNDATION,LIBERTY FUND,0.0,False
HERTOG FOUNDATION,LIBERTY FUND,0.0,False
HOWARD CHARITABLE FOUNDATION,LIBERTY FUND,0.0,False
J. P. HUMPHREYS FOUNDATION,LIBERTY FUND,0.0,False
J.M. KAPLAN FUND,LIBERTY FUND,0.0,False
JAQUELIN HUME FOUNDATION,LIBERTY FUND,0.0,False
JEAN PERKINS FOUNDATION,LIBERTY FUND,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,LIBERTY FUND,0.0,False
JOHN TEMPLETON FOUNDATION,LIBERTY FUND,9423624.5332,False
JOHN WILLIAM POPE FOUNDATION,LIBERTY FUND,0.0,False
KERN FAMILY FOUNDATION,LIBERTY FUND,0.0,False
KORET FOUNDATION,LIBERTY FUND,0.0,False
KOVNER FOUNDATION The,LIBERTY FUND,0.0,False
KRIEBLE FOUNDATION THE,LIBERTY FUND,0.0,False
LAKESIDE FOUNDATION,LIBERTY FUND,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,LIBERTY FUND,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",LIBERTY FUND,0.0,False
LILLY ENDOWMENT INC.,LIBERTY FUND,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,LIBERTY FUND,0.0,False
M.J. MURDOCK CHARITABLE TRUST,LIBERTY FUND,0.0,False
MALONE FAMILY FOUNDATION The,LIBERTY FUND,0.0,False
"MARCUS FOUNDATION, INC. The",LIBERTY FUND,0.0,False
MERCER FAMILY FOUNDATION,LIBERTY FUND,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",LIBERTY FUND,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,LIBERTY FUND,0.0,False
ORANGE CRIMSON FOUNDATION,LIBERTY FUND,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,0.0,True
PROMETHEUS FOUNDATION,LIBERTY FUND,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,LIBERTY FUND,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,LIBERTY FUND,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,LIBERTY FUND,0.0,False
ROBERTS FOUNDATION The,LIBERTY FUND,0.0,False
ROE FOUNDATION The,LIBERTY FUND,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,LIBERTY FUND,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",LIBERTY FUND,0.0,False
SAN FRANCISCO FOUNDATION The,LIBERTY FUND,0.0,False
SCAIFE FAMILY FOUNDATIONS,LIBERTY FUND,0.0,False
SEARLE FREEDOM TRUST,LIBERTY FUND,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,LIBERTY FUND,0.0,False
SMITH RICHARDSON FOUNDATION,LIBERTY FUND,0.0,False
SORENSON LEGACY FOUNDATION,LIBERTY FUND,0.0,False
STARR FOUNDATION The,LIBERTY FUND,0.0,False
SUSQUEHANNA FOUNDATION,LIBERTY FUND,0.0,False
THOMAS W SMITH FOUNDATION INC,LIBERTY FUND,0.0,False
"TRIAD FOUNDATION, INC.",LIBERTY FUND,0.0,False
TULLY AND ELISE FRIEDMAN FUND,LIBERTY FUND,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",LIBERTY FUND,0.0,False
WALTON FAMILY FOUNDATION,LIBERTY FUND,0.0,False
WESTROCK FOUNDATION The,LIBERTY FUND,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,LIBERTY FUND,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",LIBERTY FUND,0.0,False
WILLIAM H. DONNER FOUNDATION The,LIBERTY FUND,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",LIBERTY FUND,0.0,False
ADOLPH COORS FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
AMBROSE MONELL FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ANNENBERG FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ANSCHUTZ FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ARMSTRONG FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
BILL AND MELINDA GATES FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
BODMAN FOUNDATIONS,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
BRADLEY IMPACT FUND,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
CHASE FOUNDATION OF VIRGINIA,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
CLAWS FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"COVENANT FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
DANIELS FUND,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
DAVIS FAMILY FOUNDATIONS,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
DEVOS FAMILY FOUNDATIONS,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,194974.0534375,False
DUNN FOUNDATION THE,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
E. L. CRAIG FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ED UIHLEIN FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
EWING MARION KAUFFMAN FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
EXXONMOBIL FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"F. M. KIRBY FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
FRED MAYTAG FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"GALASHIELS FUND, LTD",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
GLEASON FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
GROVER HERMANN FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
HERRICK FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
HERTOG FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
HOWARD CHARITABLE FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
J. P. HUMPHREYS FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
J.M. KAPLAN FUND,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
JAQUELIN HUME FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
JEAN PERKINS FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
JOHN TEMPLETON FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,43793.54839,False
JOHN WILLIAM POPE FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
KERN FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
KORET FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
KOVNER FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
KRIEBLE FOUNDATION THE,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
LAKESIDE FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
LILLY ENDOWMENT INC.,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
M.J. MURDOCK CHARITABLE TRUST,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
MALONE FAMILY FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"MARCUS FOUNDATION, INC. The",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
MERCER FAMILY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ORANGE CRIMSON FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
PROMETHEUS FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ROBERTS FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ROE FOUNDATION The,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,LINCOLN INSTITUTION OF PUBLIC OPINION RESEARCH,0.0,False
