GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2015,KRIS ALAN MAUREN,KRIS ALAN MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS ALAN MAUREN,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY O DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2015,KIMBERLY O DENNIS,KIMBERLY O DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY O DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2015,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2015,RICHARD H FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2015,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2015,RICHARD H FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD H FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2015,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2015,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2015,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2015,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2015,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2015,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2015,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2015,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2015,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,STATE POLICY NETWORK,2015,CARL O HELSTROM,CARL O HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2015,CARL O HELSTROM,CARL O HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL O HELSTROM,True
ROE FOUNDATION The,AMERICA'S FUTURE FOUNDATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,COMMONWEALTH FOUNDATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,STATE POLICY NETWORK,2015,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,FOUNDATION FOR ECONOMIC EDUCATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICA'S FUTURE FOUNDATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,COMMONWEALTH FOUNDATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2015,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2015,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,T ALAN RUSSELL,T ALAN RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDT ALAN RUSSELLT ALAN RUSSELL,True
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2015,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2015,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2015,MARY LG THEROUX,MARY L G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY LG THEROUXMARY L G THEROUX,True
BRADLEY IMPACT FUND,FREE TO CHOOSE NETWORK,2015,MICHAEL  KEISER,MICHAEL LS KEISER,True,BRADLEY IMPACT FUNDFREE TO CHOOSE NETWORKMICHAEL  KEISERMICHAEL LS KEISER,False
BRADLEY IMPACT FUND,MEDIA RESEARCH CENTER,2015,MICHAEL  KEISER,MICHAEL  KAISER,True,BRADLEY IMPACT FUNDMEDIA RESEARCH CENTERMICHAEL  KEISERMICHAEL  KAISER,False
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2015,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2015,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2015,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2015,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2015,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
ROE FOUNDATION The,HERITAGE FOUNDATION,2015,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
ROE FOUNDATION The,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2015,EDWIN J FEULNER,EDWIN J FEULNER,True,ROE FOUNDATION TheACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2015,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONEDWIN J FEULNEREDWIN J FEULNER,True
SCAIFE FAMILY FOUNDATIONS,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2015,EDWIN J FEULNER,EDWIN J FEULNER,True,SCAIFE FAMILY FOUNDATIONSACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYEDWIN J FEULNEREDWIN J FEULNER,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2015,JEFFREY  YASS,JEFFREY S YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFFREY S YASS,True
JOHN WILLIAM POPE FOUNDATION,JAMES G. MARTIN CENTER FOR ACADEMIC RENEWAL,2015,DAVID  RIGGS,DAVID RIGGS DAVID RIGGS,True,JOHN WILLIAM POPE FOUNDATIONJAMES G. MARTIN CENTER FOR ACADEMIC RENEWALDAVID  RIGGSDAVID RIGGS DAVID RIGGS,False
JOHN WILLIAM POPE FOUNDATION,JAMES G. MARTIN CENTER FOR ACADEMIC RENEWAL,2015,DAVID  RIGGS,DAVID  RIGGS,True,JOHN WILLIAM POPE FOUNDATIONJAMES G. MARTIN CENTER FOR ACADEMIC RENEWALDAVID  RIGGSDAVID  RIGGS,True
JOHN WILLIAM POPE FOUNDATION,AMERICA'S FUTURE FOUNDATION,2015,DAVID  RIGGS,DAVID  RIGGS,True,JOHN WILLIAM POPE FOUNDATIONAMERICA'S FUTURE FOUNDATIONDAVID  RIGGSDAVID  RIGGS,True
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2015,PETER H STEPHAICH,PETER  STEPHANICH,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYPETER H STEPHAICHPETER  STEPHANICH,False
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2015,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2015,ADAM  MEYERSON,ADAM  MEYERSON,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKADAM  MEYERSONADAM  MEYERSON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICA'S FUTURE FOUNDATION,2015,ROGER R REAM,ROGER  REAM,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICA'S FUTURE FOUNDATIONROGER R REAMROGER  REAM,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2015,ROGER R REAM,ROGER  REAM,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONROGER R REAMROGER  REAM,True
JOHN WILLIAM POPE FOUNDATION,JOHN LOCKE FOUNDATION,2015,DAVID M STOVER,DAVID M STOVER,True,JOHN WILLIAM POPE FOUNDATIONJOHN LOCKE FOUNDATIONDAVID M STOVERDAVID M STOVER,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERTHOMAS E BEACHTHOMAS E BEACH,True
DUNN FOUNDATION THE,COMMONWEALTH FOUNDATION,2015,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THECOMMONWEALTH FOUNDATIONTHOMAS E BEACHTHOMAS E BEACH,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2015,THOMAS E BEACH,THOMAS E BEACH,True,DUNN FOUNDATION THEREASON FOUNDATION THETHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERTHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,COMMONWEALTH FOUNDATION,2015,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDCOMMONWEALTH FOUNDATIONTHOMAS E BEACHTHOMAS E BEACH,True
DONORS TRUST & DONORS CAPITAL FUND,REASON FOUNDATION THE,2015,THOMAS E BEACH,THOMAS E BEACH,True,DONORS TRUST & DONORS CAPITAL FUNDREASON FOUNDATION THETHOMAS E BEACHTHOMAS E BEACH,True
ORANGE CRIMSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2015,DANIEL  D'ANIELLO,DANIEL  D'ANIELLO,True,ORANGE CRIMSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHDANIEL  D'ANIELLODANIEL  D'ANIELLO,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2015,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKLAWSON R BADERLAWSON  BADER,False
DONORS TRUST & DONORS CAPITAL FUND,COMPETITIVE ENTERPRISE INSTITUTE,2015,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDCOMPETITIVE ENTERPRISE INSTITUTELAWSON R BADERLAWSON  BADER,False
DONORS TRUST & DONORS CAPITAL FUND,ATLAS NETWORK,2015,LAWSON R BADER,LAWSON  BADER,True,DONORS TRUST & DONORS CAPITAL FUNDATLAS NETWORKLAWSON R BADERLAWSON  BADER,False
DONORS TRUST & DONORS CAPITAL FUND,INSTITUTE FOR ENERGY RESEARCH,2015,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDINSTITUTE FOR ENERGY RESEARCHSTEVEN  HAYWARDSTEVEN  HAYWARD,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,STEVEN  HAYWARD,STEVEN  HAYWARD,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERSTEVEN  HAYWARDSTEVEN  HAYWARD,True
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2015,TULLY M FRIEDMAN,TULLY  FRIEDMAN,True,TULLY AND ELISE FRIEDMAN FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHTULLY M FRIEDMANTULLY  FRIEDMAN,True
ROE FOUNDATION The,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2015,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION ThePROPERTY AND ENVIRONMENT RESEARCH CENTERBYRON S LAMMBYRON  LAMM,True
ROE FOUNDATION The,INDIANA POLICY REVIEW FOUNDATION,2015,BYRON S LAMM,BYRON  LAMM,True,ROE FOUNDATION TheINDIANA POLICY REVIEW FOUNDATIONBYRON S LAMMBYRON  LAMM,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,RICHARD W DUESENBERG,RICHARD W DUESENBERG,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDRICHARD W DUESENBERGRICHARD W DUESENBERG,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,2015,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAAMERICANS FOR PROSPERITYWALTER E WILLIAMSWALTER  WILLIAMS,True
CHASE FOUNDATION OF VIRGINIA,FREE TO CHOOSE NETWORK,2015,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAFREE TO CHOOSE NETWORKWALTER E WILLIAMSWALTER  WILLIAMS,True
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2015,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
THOMAS W SMITH FOUNDATION INC,AMERICAN SPECTATOR FOUNDATION,2015,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2015,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN SPECTATOR FOUNDATION,2015,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2015,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,AMERICAN SPECTATOR FOUNDATION,2015,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,2015,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.MANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON",True
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2015,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
MERCER FAMILY FOUNDATION,MEDIA RESEARCH CENTER,2015,REBEKAH  MERCER,REBEKAH  MERCER,True,MERCER FAMILY FOUNDATIONMEDIA RESEARCH CENTERREBEKAH  MERCERREBEKAH  MERCER,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2015,WILLIAM J HUME,WILLIAM J HUME,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONWILLIAM J HUMEWILLIAM J HUME,True
JAQUELIN HUME FOUNDATION,HERITAGE FOUNDATION,2015,WILLIAM J HUME,WILLIAM J HUME,True,JAQUELIN HUME FOUNDATIONHERITAGE FOUNDATIONWILLIAM J HUMEWILLIAM J HUME,True
J. P. HUMPHREYS FOUNDATION,AMERICANS FOR PROSPERITY,2015,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
E. L. CRAIG FOUNDATION,AMERICANS FOR PROSPERITY,2015,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,E. L. CRAIG FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2015,ARTHUR  BROOKS,ARTHUR  BROOKS,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHARTHUR  BROOKSARTHUR  BROOKS,True
PIERRE F. AND ENID GOODRICH FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2015,CHRIS L TALLEY,CHRIS  TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCHRIS L TALLEYCHRIS  TALLEY,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,CHRIS L TALLEY,CHRIS L TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDCHRIS L TALLEYCHRIS L TALLEY,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2015,JO ANNE W SHEPLER,JOANNE W SHEPLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDJO ANNE W SHEPLERJOANNE W SHEPLER,True
RICHARD AND BARBARA GABY FOUNDATION,HERITAGE FOUNDATION,2015,RICHARD  GABY,RICHARD  GABY,True,RICHARD AND BARBARA GABY FOUNDATIONHERITAGE FOUNDATIONRICHARD  GABYRICHARD  GABY,True
BODMAN FOUNDATIONS,HUDSON INSTITUTE,2015,RUSSELL P PENNOYER,RUSSELL  PENNOYER,True,BODMAN FOUNDATIONSHUDSON INSTITUTERUSSELL P PENNOYERRUSSELL  PENNOYER,False
KOVNER FOUNDATION The,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2015,BRUCE S KOVNER,BRUCE  KOVNER,True,KOVNER FOUNDATION TheAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHBRUCE S KOVNERBRUCE  KOVNER,True
KOVNER FOUNDATION The,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2015,BRUCE S KOVNER,BRUCE  KOVNER,True,KOVNER FOUNDATION TheMANHATTAN INSTITUTE FOR POLICY RESEARCHBRUCE S KOVNERBRUCE  KOVNER,True
